DATETIME,OPEN,HIGH,LOW,CLOSE
2016-04-20-22:00,1.113277219,1.118843605,1.107710833,1.113277219
2016-04-20-23:00,1.113348969,1.118915713,1.107782224,1.113348969
2016-04-21-00:00,1.113420905,1.118988009,1.1078538,1.113420905
2016-04-21-01:00,1.113493027,1.119060493,1.107925562,1.113493027
2016-04-21-02:00,1.113565337,1.119133163,1.10799751,1.113565337
2016-04-21-03:00,1.113637832,1.119206021,1.108069643,1.113637832
2016-04-21-04:00,1.113710514,1.119279067,1.108141962,1.113710514
2016-04-21-05:00,1.113783383,1.1193523,1.108214466,1.113783383
2016-04-21-06:00,1.113856437,1.119425719,1.108287155,1.113856437
2016-04-21-07:00,1.113929678,1.119499326,1.108360029,1.113929678
2016-04-21-08:00,1.114003105,1.11957312,1.108433089,1.114003105
2016-04-21-09:00,1.114076717,1.119647101,1.108506334,1.114076717
2016-04-21-10:00,1.114150516,1.119721269,1.108579763,1.114150516
2016-04-21-11:00,1.114224501,1.119795623,1.108653378,1.114224501
2016-04-21-12:00,1.114298671,1.119870164,1.108727177,1.114298671
2016-04-21-13:00,1.114373027,1.119944892,1.108801162,1.114373027
2016-04-21-14:00,1.114447568,1.120019806,1.108875331,1.114447568
2016-04-21-15:00,1.114522296,1.120094907,1.108949684,1.114522296
2016-04-21-16:00,1.114597208,1.120170194,1.109024222,1.114597208
2016-04-21-17:00,1.114672306,1.120245668,1.109098945,1.114672306
2016-04-21-18:00,1.11474759,1.120321328,1.109173852,1.11474759
2016-04-21-19:00,1.114823058,1.120397174,1.109248943,1.114823058
2016-04-21-20:00,1.114898712,1.120473206,1.109324219,1.114898712
2016-04-21-21:00,1.114974551,1.120549424,1.109399678,1.114974551
2016-04-21-22:00,1.115050575,1.120625828,1.109475322,1.115050575
2016-04-21-23:00,1.115126784,1.120702418,1.10955115,1.115126784
2016-04-22-00:00,1.115203178,1.120779194,1.109627162,1.115203178
2016-04-22-01:00,1.115279756,1.120856155,1.109703357,1.115279756
2016-04-22-02:00,1.115356519,1.120933302,1.109779737,1.115356519
2016-04-22-03:00,1.115433467,1.121010635,1.1098563,1.115433467
2016-04-22-04:00,1.1155106,1.121088153,1.109933047,1.1155106
2016-04-22-05:00,1.115587917,1.121165856,1.110009977,1.115587917
2016-04-22-06:00,1.115665418,1.121243745,1.110087091,1.115665418
2016-04-22-07:00,1.115743104,1.121321819,1.110164388,1.115743104
2016-04-22-08:00,1.115820974,1.121400079,1.110241869,1.115820974
2016-04-22-09:00,1.115899028,1.121478523,1.110319533,1.115899028
2016-04-22-10:00,1.115977266,1.121557153,1.11039738,1.115977266
2016-04-22-11:00,1.116055689,1.121635967,1.11047541,1.116055689
2016-04-22-12:00,1.116134295,1.121714966,1.110553623,1.116134295
2016-04-22-13:00,1.116213085,1.12179415,1.11063202,1.116213085
2016-04-22-14:00,1.116292059,1.121873519,1.110710599,1.116292059
2016-04-22-15:00,1.116371216,1.121953073,1.11078936,1.116371216
2016-04-22-16:00,1.116450558,1.12203281,1.110868305,1.116450558
2016-04-24-17:00,1.116530082,1.122112733,1.110947432,1.116530082
2016-04-24-18:00,1.116609791,1.12219284,1.111026742,1.116609791
2016-04-24-19:00,1.116689682,1.122273131,1.111106234,1.116689682
2016-04-24-20:00,1.116769757,1.122353606,1.111185908,1.116769757
2016-04-24-21:00,1.116850015,1.122434265,1.111265765,1.116850015
2016-04-24-22:00,1.116930457,1.122515109,1.111345804,1.116930457
2016-04-24-23:00,1.117011081,1.122596136,1.111426026,1.117011081
2016-04-25-00:00,1.117091888,1.122677348,1.111506429,1.117091888
2016-04-25-01:00,1.117172879,1.122758743,1.111587014,1.117172879
2016-04-25-02:00,1.117254052,1.122840322,1.111667782,1.117254052
2016-04-25-03:00,1.117335408,1.122922085,1.111748731,1.117335408
2016-04-25-04:00,1.117416946,1.123004031,1.111829861,1.117416946
2016-04-25-05:00,1.117498667,1.123086161,1.111911174,1.117498667
2016-04-25-06:00,1.117580571,1.123168474,1.111992668,1.117580571
2016-04-25-07:00,1.117662657,1.12325097,1.112074344,1.117662657
2016-04-25-08:00,1.117744925,1.12333365,1.112156201,1.117744925
2016-04-25-09:00,1.117827376,1.123416513,1.112238239,1.117827376
2016-04-25-10:00,1.117910009,1.123499559,1.112320459,1.117910009
2016-04-25-11:00,1.117992824,1.123582788,1.112402859,1.117992824
2016-04-25-12:00,1.11807582,1.1236662,1.112485441,1.11807582
2016-04-25-13:00,1.118158999,1.123749794,1.112568204,1.118158999
2016-04-25-14:00,1.11824236,1.123833572,1.112651148,1.11824236
2016-04-25-15:00,1.118325902,1.123917532,1.112734273,1.118325902
2016-04-25-16:00,1.118409626,1.124001675,1.112817578,1.118409626
2016-04-25-17:00,1.118493532,1.124086,1.112901064,1.118493532
2016-04-25-18:00,1.118577619,1.124170507,1.112984731,1.118577619
2016-04-25-19:00,1.118661888,1.124255197,1.113068578,1.118661888
2016-04-25-20:00,1.118746338,1.12434007,1.113152606,1.118746338
2016-04-25-21:00,1.118830969,1.124425124,1.113236814,1.118830969
2016-04-25-22:00,1.118915781,1.12451036,1.113321202,1.118915781
2016-04-25-23:00,1.119000775,1.124595779,1.113405771,1.119000775
2016-04-26-00:00,1.119085949,1.124681379,1.11349052,1.119085949
2016-04-26-01:00,1.119171305,1.124767161,1.113575448,1.119171305
2016-04-26-02:00,1.119256841,1.124853125,1.113660557,1.119256841
2016-04-26-03:00,1.119342558,1.124939271,1.113745845,1.119342558
2016-04-26-04:00,1.119428455,1.125025598,1.113831313,1.119428455
2016-04-26-05:00,1.119514534,1.125112106,1.113916961,1.119514534
2016-04-26-06:00,1.119600792,1.125198796,1.114002788,1.119600792
2016-04-26-07:00,1.119687231,1.125285667,1.114088795,1.119687231
2016-04-26-08:00,1.119773851,1.12537272,1.114174981,1.119773851
2016-04-26-09:00,1.11986065,1.125459953,1.114261347,1.11986065
2016-04-26-10:00,1.11994763,1.125547368,1.114347892,1.11994763
2016-04-26-11:00,1.12003479,1.125634964,1.114434616,1.12003479
2016-04-26-12:00,1.120122129,1.12572274,1.114521519,1.120122129
2016-04-26-13:00,1.120209649,1.125810697,1.114608601,1.120209649
2016-04-26-14:00,1.120297348,1.125898835,1.114695862,1.120297348
2016-04-26-15:00,1.120385228,1.125987154,1.114783301,1.120385228
2016-04-26-16:00,1.120473286,1.126075653,1.11487092,1.120473286
2016-04-26-17:00,1.120561525,1.126164332,1.114958717,1.120561525
2016-04-26-18:00,1.120649942,1.126253192,1.115046693,1.120649942
2016-04-26-19:00,1.120738539,1.126342232,1.115134847,1.120738539
2016-04-26-20:00,1.120827316,1.126431452,1.115223179,1.120827316
2016-04-26-21:00,1.120916271,1.126520852,1.11531169,1.120916271
2016-04-26-22:00,1.121005406,1.126610433,1.115400379,1.121005406
2016-04-26-23:00,1.121094719,1.126700193,1.115489246,1.121094719
2016-04-27-00:00,1.121184212,1.126790133,1.115578291,1.121184212
2016-04-27-01:00,1.121273883,1.126880252,1.115667513,1.121273883
2016-04-27-02:00,1.121363733,1.126970552,1.115756914,1.121363733
2016-04-27-03:00,1.121453762,1.12706103,1.115846493,1.121453762
2016-04-27-04:00,1.121543969,1.127151689,1.115936249,1.121543969
2016-04-27-05:00,1.121634354,1.127242526,1.116026183,1.121634354
2016-04-27-06:00,1.121724918,1.127333543,1.116116294,1.121724918
2016-04-27-07:00,1.121815661,1.127424739,1.116206582,1.121815661
2016-04-27-08:00,1.121906581,1.127516114,1.116297048,1.121906581
2016-04-27-09:00,1.12199768,1.127607668,1.116387691,1.12199768
2016-04-27-10:00,1.122088956,1.127699401,1.116478511,1.122088956
2016-04-27-11:00,1.122180411,1.127791313,1.116569509,1.122180411
2016-04-27-12:00,1.122272043,1.127883403,1.116660683,1.122272043
2016-04-27-13:00,1.122363853,1.127975672,1.116752034,1.122363853
2016-04-27-14:00,1.122455841,1.12806812,1.116843561,1.122455841
2016-04-27-15:00,1.122548006,1.128160746,1.116935266,1.122548006
2016-04-27-16:00,1.122640349,1.12825355,1.117027147,1.122640349
2016-04-27-17:00,1.122732869,1.128346533,1.117119204,1.122732869
2016-04-27-18:00,1.122825566,1.128439694,1.117211438,1.122825566
2016-04-27-19:00,1.12291844,1.128533032,1.117303848,1.12291844
2016-04-27-20:00,1.123011492,1.128626549,1.117396434,1.123011492
2016-04-27-21:00,1.12310472,1.128720244,1.117489197,1.12310472
2016-04-27-22:00,1.123198126,1.128814116,1.117582135,1.123198126
2016-04-27-23:00,1.123291708,1.128908167,1.117675249,1.123291708
2016-04-28-00:00,1.123385467,1.129002394,1.11776854,1.123385467
2016-04-28-01:00,1.123479402,1.129096799,1.117862005,1.123479402
2016-04-28-02:00,1.123573515,1.129191382,1.117955647,1.123573515
2016-04-28-03:00,1.123667803,1.129286142,1.118049464,1.123667803
2016-04-28-04:00,1.123762268,1.129381079,1.118143457,1.123762268
2016-04-28-05:00,1.123856909,1.129476193,1.118237624,1.123856909
2016-04-28-06:00,1.123951726,1.129571485,1.118331967,1.123951726
2016-04-28-07:00,1.124046719,1.129666953,1.118426486,1.124046719
2016-04-28-08:00,1.124141889,1.129762598,1.118521179,1.124141889
2016-04-28-09:00,1.124237234,1.12985842,1.118616047,1.124237234
2016-04-28-10:00,1.124332754,1.129954418,1.118711091,1.124332754
2016-04-28-11:00,1.124428451,1.130050593,1.118806309,1.124428451
2016-04-28-12:00,1.124524323,1.130146945,1.118901701,1.124524323
2016-04-28-13:00,1.124620371,1.130243472,1.118997269,1.124620371
2016-04-28-14:00,1.124716593,1.130340176,1.119093011,1.124716593
2016-04-28-15:00,1.124812992,1.130437057,1.119188927,1.124812992
2016-04-28-16:00,1.124909565,1.130534113,1.119285017,1.124909565
2016-04-28-17:00,1.125006314,1.130631345,1.119381282,1.125006314
2016-04-28-18:00,1.125103237,1.130728753,1.119477721,1.125103237
2016-04-28-19:00,1.125200335,1.130826337,1.119574334,1.125200335
2016-04-28-20:00,1.125297609,1.130924097,1.119671121,1.125297609
2016-04-28-21:00,1.125395056,1.131022032,1.119768081,1.125395056
2016-04-28-22:00,1.125492679,1.131120142,1.119865216,1.125492679
2016-04-28-23:00,1.125590476,1.131218428,1.119962524,1.125590476
2016-04-29-00:00,1.125688447,1.13131689,1.120060005,1.125688447
2016-04-29-01:00,1.125786593,1.131415526,1.12015766,1.125786593
2016-04-29-02:00,1.125884913,1.131514337,1.120255488,1.125884913
2016-04-29-03:00,1.125983407,1.131613324,1.12035349,1.125983407
2016-04-29-04:00,1.126082075,1.131712485,1.120451665,1.126082075
2016-04-29-05:00,1.126180917,1.131811822,1.120550012,1.126180917
2016-04-29-06:00,1.126279933,1.131911332,1.120648533,1.126279933
2016-04-29-07:00,1.126379122,1.132011018,1.120747227,1.126379122
2016-04-29-08:00,1.126478485,1.132110878,1.120846093,1.126478485
2016-04-29-09:00,1.126578022,1.132210912,1.120945132,1.126578022
2016-04-29-10:00,1.126677732,1.132311121,1.121044343,1.126677732
2016-04-29-11:00,1.126777616,1.132411504,1.121143727,1.126777616
2016-04-29-12:00,1.126877672,1.13251206,1.121243284,1.126877672
2016-04-29-13:00,1.126977902,1.132612791,1.121343012,1.126977902
2016-04-29-14:00,1.127078305,1.132713696,1.121442913,1.127078305
2016-04-29-15:00,1.12717888,1.132814775,1.121542986,1.12717888
2016-04-29-16:00,1.127279629,1.132916027,1.121643231,1.127279629
2016-05-01-17:00,1.12738055,1.133017453,1.121743647,1.12738055
2016-05-01-18:00,1.127481644,1.133119052,1.121844236,1.127481644
2016-05-01-19:00,1.12758291,1.133220825,1.121944996,1.12758291
2016-05-01-20:00,1.127684349,1.133322771,1.122045927,1.127684349
2016-05-01-21:00,1.12778596,1.13342489,1.12214703,1.12778596
2016-05-01-22:00,1.127887743,1.133527182,1.122248305,1.127887743
2016-05-01-23:00,1.127989699,1.133629647,1.12234975,1.127989699
2016-05-02-00:00,1.128091826,1.133732285,1.122451367,1.128091826
2016-05-02-01:00,1.128194126,1.133835096,1.122553155,1.128194126
2016-05-02-02:00,1.128296597,1.13393808,1.122655114,1.128296597
2016-05-02-03:00,1.12839924,1.134041236,1.122757243,1.12839924
2016-05-02-04:00,1.128502054,1.134144564,1.122859544,1.128502054
2016-05-02-05:00,1.12860504,1.134248065,1.122962015,1.12860504
2016-05-02-06:00,1.128708197,1.134351738,1.123064656,1.128708197
2016-05-02-07:00,1.128811526,1.134455584,1.123167468,1.128811526
2016-05-02-08:00,1.128915026,1.134559601,1.123270451,1.128915026
2016-05-02-09:00,1.129018697,1.13466379,1.123373603,1.129018697
2016-05-02-10:00,1.129122539,1.134768151,1.123476926,1.129122539
2016-05-02-11:00,1.129226551,1.134872684,1.123580419,1.129226551
2016-05-02-12:00,1.129330735,1.134977389,1.123684081,1.129330735
2016-05-02-13:00,1.129435089,1.135082265,1.123787914,1.129435089
2016-05-02-14:00,1.129539614,1.135187312,1.123891916,1.129539614
2016-05-02-15:00,1.129644309,1.135292531,1.123996088,1.129644309
2016-05-02-16:00,1.129749175,1.135397921,1.124100429,1.129749175
2016-05-02-17:00,1.129854211,1.135503482,1.12420494,1.129854211
2016-05-02-18:00,1.129959417,1.135609214,1.124309619,1.129959417
2016-05-02-19:00,1.130064793,1.135715117,1.124414469,1.130064793
2016-05-02-20:00,1.130170339,1.13582119,1.124519487,1.130170339
2016-05-02-21:00,1.130276054,1.135927435,1.124624674,1.130276054
2016-05-02-22:00,1.13038194,1.13603385,1.12473003,1.13038194
2016-05-02-23:00,1.130487995,1.136140435,1.124835555,1.130487995
2016-05-03-00:00,1.13059422,1.136247191,1.124941249,1.13059422
2016-05-03-01:00,1.130700614,1.136354117,1.125047111,1.130700614
2016-05-03-02:00,1.130807177,1.136461213,1.125153141,1.130807177
2016-05-03-03:00,1.13091391,1.136568479,1.12525934,1.13091391
2016-05-03-04:00,1.131020811,1.136675915,1.125365707,1.131020811
2016-05-03-05:00,1.131127882,1.136783521,1.125472242,1.131127882
2016-05-03-06:00,1.131235121,1.136891297,1.125578946,1.131235121
2016-05-03-07:00,1.13134253,1.136999242,1.125685817,1.13134253
2016-05-03-08:00,1.131450106,1.137107357,1.125792856,1.131450106
2016-05-03-09:00,1.131557852,1.137215641,1.125900063,1.131557852
2016-05-03-10:00,1.131665766,1.137324095,1.126007437,1.131665766
2016-05-03-11:00,1.131773848,1.137432717,1.126114979,1.131773848
2016-05-03-12:00,1.131882099,1.137541509,1.126222688,1.131882099
2016-05-03-13:00,1.131990517,1.13765047,1.126330565,1.131990517
2016-05-03-14:00,1.132099104,1.137759599,1.126438608,1.132099104
2016-05-03-15:00,1.132207858,1.137868897,1.126546819,1.132207858
2016-05-03-16:00,1.13231678,1.137978364,1.126655197,1.13231678
2016-05-03-17:00,1.13242587,1.138088,1.126763741,1.13242587
2016-05-03-18:00,1.132535128,1.138197804,1.126872452,1.132535128
2016-05-03-19:00,1.132644553,1.138307776,1.12698133,1.132644553
2016-05-03-20:00,1.132754145,1.138417916,1.127090375,1.132754145
2016-05-03-21:00,1.132863905,1.138528224,1.127199585,1.132863905
2016-05-03-22:00,1.132973832,1.138638701,1.127308962,1.132973832
2016-05-03-23:00,1.133083925,1.138749345,1.127418506,1.133083925
2016-05-04-00:00,1.133194186,1.138860157,1.127528215,1.133194186
2016-05-04-01:00,1.133304614,1.138971137,1.12763809,1.133304614
2016-05-04-02:00,1.133415208,1.139082284,1.127748132,1.133415208
2016-05-04-03:00,1.133525969,1.139193598,1.127858339,1.133525969
2016-05-04-04:00,1.133636896,1.13930508,1.127968711,1.133636896
2016-05-04-05:00,1.133747989,1.139416729,1.128079249,1.133747989
2016-05-04-06:00,1.133859249,1.139528545,1.128189953,1.133859249
2016-05-04-07:00,1.133970675,1.139640529,1.128300822,1.133970675
2016-05-04-08:00,1.134082267,1.139752679,1.128411856,1.134082267
2016-05-04-09:00,1.134194025,1.139864995,1.128523055,1.134194025
2016-05-04-10:00,1.134305949,1.139977479,1.128634419,1.134305949
2016-05-04-11:00,1.134418038,1.140090129,1.128745948,1.134418038
2016-05-04-12:00,1.134530293,1.140202945,1.128857642,1.134530293
2016-05-04-13:00,1.134642714,1.140315927,1.1289695,1.134642714
2016-05-04-14:00,1.1347553,1.140429076,1.129081523,1.1347553
2016-05-04-15:00,1.134868051,1.140542391,1.129193711,1.134868051
2016-05-04-16:00,1.134980967,1.140655872,1.129306062,1.134980967
2016-05-04-17:00,1.135094048,1.140769519,1.129418578,1.135094048
2016-05-04-18:00,1.135207294,1.140883331,1.129531258,1.135207294
2016-05-04-19:00,1.135320705,1.140997309,1.129644102,1.135320705
2016-05-04-20:00,1.135434281,1.141111452,1.12975711,1.135434281
2016-05-04-21:00,1.135548021,1.141225761,1.129870281,1.135548021
2016-05-04-22:00,1.135661926,1.141340235,1.129983616,1.135661926
2016-05-04-23:00,1.135775995,1.141454875,1.130097115,1.135775995
2016-05-05-00:00,1.135890228,1.141569679,1.130210777,1.135890228
2016-05-05-01:00,1.136004625,1.141684648,1.130324602,1.136004625
2016-05-05-02:00,1.136119187,1.141799783,1.130438591,1.136119187
2016-05-05-03:00,1.136233912,1.141915081,1.130552742,1.136233912
2016-05-05-04:00,1.136348801,1.142030545,1.130667057,1.136348801
2016-05-05-05:00,1.136463853,1.142146173,1.130781534,1.136463853
2016-05-05-06:00,1.13657907,1.142261965,1.130896174,1.13657907
2016-05-05-07:00,1.136694449,1.142377921,1.131010977,1.136694449
2016-05-05-08:00,1.136809992,1.142494042,1.131125942,1.136809992
2016-05-05-09:00,1.136925698,1.142610327,1.13124107,1.136925698
2016-05-05-10:00,1.137041567,1.142726775,1.131356359,1.137041567
2016-05-05-11:00,1.137157599,1.142843387,1.131471811,1.137157599
2016-05-05-12:00,1.137273794,1.142960163,1.131587425,1.137273794
2016-05-05-13:00,1.137390152,1.143077103,1.131703201,1.137390152
2016-05-05-14:00,1.137506672,1.143194205,1.131819139,1.137506672
2016-05-05-15:00,1.137623355,1.143311472,1.131935238,1.137623355
2016-05-05-16:00,1.1377402,1.143428901,1.132051499,1.1377402
2016-05-05-17:00,1.137857207,1.143546493,1.132167921,1.137857207
2016-05-05-18:00,1.137974377,1.143664249,1.132284505,1.137974377
2016-05-05-19:00,1.138091709,1.143782167,1.13240125,1.138091709
2016-05-05-20:00,1.138209202,1.143900248,1.132518156,1.138209202
2016-05-05-21:00,1.138326857,1.144018492,1.132635223,1.138326857
2016-05-05-22:00,1.138444674,1.144136898,1.132752451,1.138444674
2016-05-05-23:00,1.138562653,1.144255466,1.132869839,1.138562653
2016-05-06-00:00,1.138680793,1.144374197,1.132987389,1.138680793
2016-05-06-01:00,1.138799094,1.144493089,1.133105098,1.138799094
2016-05-06-02:00,1.138917556,1.144612144,1.133222969,1.138917556
2016-05-06-03:00,1.13903618,1.144731361,1.133340999,1.13903618
2016-05-06-04:00,1.139154964,1.144850739,1.13345919,1.139154964
2016-05-06-05:00,1.13927391,1.144970279,1.13357754,1.13927391
2016-05-06-06:00,1.139393016,1.145089981,1.133696051,1.139393016
2016-05-06-07:00,1.139512282,1.145209844,1.133814721,1.139512282
2016-05-06-08:00,1.13963171,1.145329868,1.133933551,1.13963171
2016-05-06-09:00,1.139751297,1.145450054,1.134052541,1.139751297
2016-05-06-10:00,1.139871045,1.1455704,1.13417169,1.139871045
2016-05-06-11:00,1.139990953,1.145690908,1.134290998,1.139990953
2016-05-06-12:00,1.140111021,1.145811576,1.134410466,1.140111021
2016-05-06-13:00,1.140231249,1.145932405,1.134530092,1.140231249
2016-05-06-14:00,1.140351636,1.146053394,1.134649878,1.140351636
2016-05-06-15:00,1.140472183,1.146174544,1.134769823,1.140472183
2016-05-06-16:00,1.14059289,1.146295855,1.134889926,1.14059289
2016-05-08-17:00,1.140713756,1.146417325,1.135010188,1.140713756
2016-05-08-18:00,1.140834782,1.146538956,1.135130608,1.140834782
2016-05-08-19:00,1.140955966,1.146660746,1.135251187,1.140955966
2016-05-08-20:00,1.14107731,1.146782697,1.135371924,1.14107731
2016-05-08-21:00,1.141198813,1.146904807,1.135492819,1.141198813
2016-05-08-22:00,1.141320474,1.147027076,1.135613872,1.141320474
2016-05-08-23:00,1.141442294,1.147149506,1.135735083,1.141442294
2016-05-09-00:00,1.141564273,1.147272094,1.135856451,1.141564273
2016-05-09-01:00,1.14168641,1.147394842,1.135977978,1.14168641
2016-05-09-02:00,1.141808705,1.147517749,1.136099662,1.141808705
2016-05-09-03:00,1.141931159,1.147640814,1.136221503,1.141931159
2016-05-09-04:00,1.14205377,1.147764039,1.136343501,1.14205377
2016-05-09-05:00,1.14217654,1.147887423,1.136465657,1.14217654
2016-05-09-06:00,1.142299467,1.148010965,1.13658797,1.142299467
2016-05-09-07:00,1.142422552,1.148134665,1.13671044,1.142422552
2016-05-09-08:00,1.142545795,1.148258524,1.136833066,1.142545795
2016-05-09-09:00,1.142669195,1.148382541,1.136955849,1.142669195
2016-05-09-10:00,1.142792753,1.148506716,1.137078789,1.142792753
2016-05-09-11:00,1.142916467,1.14863105,1.137201885,1.142916467
2016-05-09-12:00,1.143040339,1.148755541,1.137325137,1.143040339
2016-05-09-13:00,1.143164368,1.14888019,1.137448546,1.143164368
2016-05-09-14:00,1.143288553,1.149004996,1.137572111,1.143288553
2016-05-09-15:00,1.143412896,1.14912996,1.137695831,1.143412896
2016-05-09-16:00,1.143537394,1.149255081,1.137819707,1.143537394
2016-05-09-17:00,1.14366205,1.14938036,1.137943739,1.14366205
2016-05-09-18:00,1.143786861,1.149505796,1.138067927,1.143786861
2016-05-09-19:00,1.143911829,1.149631388,1.13819227,1.143911829
2016-05-09-20:00,1.144036953,1.149757138,1.138316768,1.144036953
2016-05-09-21:00,1.144162233,1.149883044,1.138441422,1.144162233
2016-05-09-22:00,1.144287669,1.150009107,1.13856623,1.144287669
2016-05-09-23:00,1.14441326,1.150135327,1.138691194,1.14441326
2016-05-10-00:00,1.144539007,1.150261702,1.138816312,1.144539007
2016-05-10-01:00,1.14466491,1.150388234,1.138941585,1.14466491
2016-05-10-02:00,1.144790968,1.150514923,1.139067013,1.144790968
2016-05-10-03:00,1.144917181,1.150641767,1.139192595,1.144917181
2016-05-10-04:00,1.145043549,1.150768767,1.139318331,1.145043549
2016-05-10-05:00,1.145170072,1.150895922,1.139444222,1.145170072
2016-05-10-06:00,1.14529675,1.151023234,1.139570266,1.14529675
2016-05-10-07:00,1.145423583,1.1511507,1.139696465,1.145423583
2016-05-10-08:00,1.14555057,1.151278323,1.139822817,1.14555057
2016-05-10-09:00,1.145677711,1.1514061,1.139949323,1.145677711
2016-05-10-10:00,1.145805007,1.151534032,1.140075982,1.145805007
2016-05-10-11:00,1.145932458,1.15166212,1.140202795,1.145932458
2016-05-10-12:00,1.146060062,1.151790362,1.140329761,1.146060062
2016-05-10-13:00,1.14618782,1.151918759,1.140456881,1.14618782
2016-05-10-14:00,1.146315732,1.152047311,1.140584153,1.146315732
2016-05-10-15:00,1.146443798,1.152176017,1.140711579,1.146443798
2016-05-10-16:00,1.146572017,1.152304877,1.140839157,1.146572017
2016-05-10-17:00,1.146700389,1.152433891,1.140966888,1.146700389
2016-05-10-18:00,1.146828915,1.15256306,1.141094771,1.146828915
2016-05-10-19:00,1.146957595,1.152692383,1.141222807,1.146957595
2016-05-10-20:00,1.147086427,1.152821859,1.141350995,1.147086427
2016-05-10-21:00,1.147215412,1.152951489,1.141479335,1.147215412
2016-05-10-22:00,1.14734455,1.153081272,1.141607827,1.14734455
2016-05-10-23:00,1.14747384,1.153211209,1.141736471,1.14747384
2016-05-11-00:00,1.147603283,1.1533413,1.141865267,1.147603283
2016-05-11-01:00,1.147732879,1.153471543,1.141994214,1.147732879
2016-05-11-02:00,1.147862626,1.15360194,1.142123313,1.147862626
2016-05-11-03:00,1.147992526,1.153732489,1.142252564,1.147992526
2016-05-11-04:00,1.148122578,1.153863191,1.142381965,1.148122578
2016-05-11-05:00,1.148252782,1.153994046,1.142511518,1.148252782
2016-05-11-06:00,1.148383137,1.154125053,1.142641222,1.148383137
2016-05-11-07:00,1.148513644,1.154256213,1.142771076,1.148513644
2016-05-11-08:00,1.148644303,1.154387524,1.142901081,1.148644303
2016-05-11-09:00,1.148775113,1.154518988,1.143031237,1.148775113
2016-05-11-10:00,1.148906074,1.154650604,1.143161544,1.148906074
2016-05-11-11:00,1.149037186,1.154782372,1.143292,1.149037186
2016-05-11-12:00,1.14916845,1.154914292,1.143422607,1.14916845
2016-05-11-13:00,1.149299864,1.155046363,1.143553364,1.149299864
2016-05-11-14:00,1.149431428,1.155178586,1.143684271,1.149431428
2016-05-11-15:00,1.149563144,1.155310959,1.143815328,1.149563144
2016-05-11-16:00,1.149695009,1.155443484,1.143946534,1.149695009
2016-05-11-17:00,1.149827026,1.155576161,1.14407789,1.149827026
2016-05-11-18:00,1.149959192,1.155708988,1.144209396,1.149959192
2016-05-11-19:00,1.150091508,1.155841966,1.14434105,1.150091508
2016-05-11-20:00,1.150223974,1.155975094,1.144472854,1.150223974
2016-05-11-21:00,1.15035659,1.156108373,1.144604807,1.15035659
2016-05-11-22:00,1.150489356,1.156241803,1.144736909,1.150489356
2016-05-11-23:00,1.150622271,1.156375382,1.14486916,1.150622271
2016-05-12-00:00,1.150755335,1.156509112,1.145001559,1.150755335
2016-05-12-01:00,1.150888549,1.156642992,1.145134106,1.150888549
2016-05-12-02:00,1.151021912,1.156777022,1.145266802,1.151021912
2016-05-12-03:00,1.151155424,1.156911201,1.145399647,1.151155424
2016-05-12-04:00,1.151289084,1.15704553,1.145532639,1.151289084
2016-05-12-05:00,1.151422894,1.157180008,1.145665779,1.151422894
2016-05-12-06:00,1.151556852,1.157314636,1.145799068,1.151556852
2016-05-12-07:00,1.151690958,1.157449413,1.145932503,1.151690958
2016-05-12-08:00,1.151825213,1.157584339,1.146066087,1.151825213
2016-05-12-09:00,1.151959616,1.157719414,1.146199818,1.151959616
2016-05-12-10:00,1.152094167,1.157854638,1.146333696,1.152094167
2016-05-12-11:00,1.152228866,1.15799001,1.146467721,1.152228866
2016-05-12-12:00,1.152363712,1.158125531,1.146601894,1.152363712
2016-05-12-13:00,1.152498706,1.1582612,1.146736213,1.152498706
2016-05-12-14:00,1.152633848,1.158397017,1.146870679,1.152633848
2016-05-12-15:00,1.152769137,1.158532983,1.147005292,1.152769137
2016-05-12-16:00,1.152904574,1.158669096,1.147140051,1.152904574
2016-05-12-17:00,1.153040157,1.158805358,1.147274956,1.153040157
2016-05-12-18:00,1.153175887,1.158941767,1.147410008,1.153175887
2016-05-12-19:00,1.153311765,1.159078323,1.147545206,1.153311765
2016-05-12-20:00,1.153447789,1.159215028,1.14768055,1.153447789
2016-05-12-21:00,1.153583959,1.159351879,1.147816039,1.153583959
2016-05-12-22:00,1.153720276,1.159488877,1.147951675,1.153720276
2016-05-12-23:00,1.153856739,1.159626023,1.148087455,1.153856739
2016-05-13-00:00,1.153993348,1.159763315,1.148223382,1.153993348
2016-05-13-01:00,1.154130104,1.159900754,1.148359453,1.154130104
2016-05-13-02:00,1.154267005,1.16003834,1.14849567,1.154267005
2016-05-13-03:00,1.154404052,1.160176072,1.148632031,1.154404052
2016-05-13-04:00,1.154541244,1.16031395,1.148768538,1.154541244
2016-05-13-05:00,1.154678582,1.160451975,1.148905189,1.154678582
2016-05-13-06:00,1.154816065,1.160590146,1.149041985,1.154816065
2016-05-13-07:00,1.154953694,1.160728462,1.149178925,1.154953694
2016-05-13-08:00,1.155091467,1.160866925,1.14931601,1.155091467
2016-05-13-09:00,1.155229386,1.161005533,1.149453239,1.155229386
2016-05-13-10:00,1.155367449,1.161144286,1.149590612,1.155367449
2016-05-13-11:00,1.155505657,1.161283185,1.149728129,1.155505657
2016-05-13-12:00,1.155644009,1.161422229,1.149865789,1.155644009
